name,uri,genres,artist
Café Deluxe,4KAbHs539qjYyqH8OyQRPt,[],Osei The Seventh
Real Love Baby,0Z57YWES04xGh3AImDz6Qr,"['indie folk', 'indie pop', 'indie rock', 'stomp and holler']",Father John Misty
Snow,6OAZ0g3NlOfyrD2xYjblou,['oklahoma country'],Zach Bryan
Diggin' Holes,3zQGSeIVIj3k41gi1MaToN,"['indie folk', 'modern southern rock', 'new americana', 'roots americana', 'roots rock']",Brent Cobb
Keep 'Em on They Toes,0f388trqcZyqGbPJUqGWpx,"['indie folk', 'modern southern rock', 'new americana', 'roots americana', 'roots rock']",Brent Cobb
No Sleep,2pfAvgMoHLfialvMYn337d,"['indie folk', 'new americana', 'stomp and holler']",Caamp
Come Back to Bed,1wU7z5XE8oa66ZvUlYAKfK,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
Body Like A Back Road,7mldq42yDuxiUNn08nvzHO,"['contemporary country', 'country pop']",Sam Hunt
Ring of Fire,6YffUZJ2R06kyxyK6onezL,"['contemporary country', 'country', 'country road']",Johnny Cash
Fish,3vkieK8FFhFnPtNRGAqVu1,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",Craig Campbell
"Courtesy Of The Red, White And Blue (The Angry American)",0M7mWKqwTIaVjYyxfZmtTa,"['contemporary country', 'country', 'country road', 'oklahoma country']",Toby Keith
Team,3G6hD9B2ZHOsgf4WfNu7X1,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",Lorde
All Your'n,0fCwTrRNfoNk962ati8n2K,"['kentucky indie', 'kentucky roots', 'outlaw country']",Tyler Childers
Wanna Be That Song,1XazlqB4YAtvouCmJPWXlM,"['contemporary country', 'country', 'country road', 'modern country rock']",Brett Eldredge
Love The Lonely Out Of You,0HN4joult64RwnGwbu3tkn,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",Brothers Osborne
Stuck In The Middle With You,3Vby4nGmtbDo7HDJamOWkT,"['classic rock', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Stealers Wheel
Make You Mine,5iFwAOB2TFkPJk8sMlxP8g,['indie rockism'],PUBLIC
This Joint,6wxGZ8D8lAuJpocaTAVVyL,"['reggae fusion', 'reggae rock']",Slightly Stoopid
Never Been to Spain,13OK3ZOupPmDYN0sPTYSae,"['country', 'country rock', 'outlaw country', 'texas country']",Waylon Jennings
Never Been To Spain,55KjdOqaFxNpwDoQFjFOFa,"['rock-and-roll', 'rockabilly']",Elvis Presley
Parallel Parking,5QGHOeBYDauPtC8yYD3wZZ,[],Arden Jones
The Man Who Has Everything,3woRy7uxzl1lO2XO99oHsN,"['canadian pop', 'pop', 'post-teen pop']",Chance the Rapper
Believe Me,3kZl72xpSg8bVdE2XNYz7T,[],Navos
Bammer Weed,55FCJouEtl0oqKnIi7qKSL,"['gangster rap', 'hyphy', 'west coast rap', 'west coast trap']",RBL Posse
Somewhere Only We Know,0ll8uFnc0nANY35E0Lfxvg,"['neo mellow', 'piano rock', 'pop rock', 'rock']",Keane
Some Of It,3d1qN7AHge6BXuVPutcpI5,"['contemporary country', 'country', 'country road', 'modern country rock']",Eric Church
Gimmie Love,7BXJKrUhH5Z61kMf4LDIMr,['reggae fusion'],Collie Buddz
2am,4cs6ORX8aKd6rtVdwAnnel,"['reggae fusion', 'reggae rock']",Slightly Stoopid
Music Sounds Better with You,24nL5EXPrdodyCdxXoRRBZ,"['indie soul', 'vapor soul']",NEIL FRANCES
Man You Were Looking For,4TUh0AvyCZ2AoiZqbnOryD,['australian reggae fusion'],Ocean Alley
SUGAR,6U0FIYXCQ3TGrk4tFpLrEA,"['boy band', 'hip hop', 'rap']",BROCKHAMPTON
You Can Get It If You Really Want,1Pao4DTLMB4gJPTnqmLgSQ,"['dub', 'reggae', 'roots reggae']",Jimmy Cliff
Prayin' For Daylight,0DAVCurdi9ZqkVUKIuikzm,"['contemporary country', 'country', 'country road', 'pop rock']",Rascal Flatts
Lights - Bassnectar Remix - Bonus Track,4qxUFzBKlmP98kIRKFszju,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",Ellie Goulding
Starry Eyed,1vWGa8yC21ZELs9dAhiC2Q,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",Ellie Goulding
Just a Phase,5l7HdGq6Hj0kYVGnPwcSdd,"['country pop', 'modern country rock']",Adam Craig
Sandstorm - Radio Edit,24CXuh2WNpgeSYUOvz14jk,"['eurodance', 'europop', 'finnish edm']",Darude
Boom Boom Pow,7xRNsqOQOgWbHV1nbXnfXN,"['dance pop', 'pop', 'pop rap']",Black Eyed Peas
Free And Easy (Down The Road I Go),4Ng7hGdPwpINleVecBWiOO,"['contemporary country', 'country', 'country road']",Dierks Bentley
Pontoon,2Gy3XMLbBxACZ4tXdFRGr7,"['contemporary country', 'country', 'country dawn', 'country road']",Little Big Town
Keeping Your Head Up - Don Diablo Remix; Radio Edit,7KCXA4Y1gIGDSm388m9bW1,"['indie cafe pop', 'pop', 'pop rock']",Birdy
Greatest Love Story,2yQZwi1P8AkkxxFhQ8rMEK,"['contemporary country', 'country pop']",LANCO
Funky Town,7723JnKU2R15Iv4T7OJrly,"['disco', 'minneapolis sound']",Lipps Inc.
Fool's Gold,3TMUdD9vE4DoqDYi7VXStt,"['red dirt', 'texas country']",The Damn Quails
Love Me Like You Do,0Cy7wt6IlRfBPHXXjmZbcP,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",Ellie Goulding
Trouble,5n0CTysih20NYdT2S0Wpe8,"['modern rock', 'punk blues', 'rock']",Cage The Elephant
South City Midnight Lady,3RfkudPVUehnrpI8zw2D1E,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'yacht rock']",The Doobie Brothers
You Really Got Me - Mono Mix,29SyMC0plk6qw8NMF7lfRL,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",The Kinks
Gold on the Ceiling,5lN1EH25gdiqT1SFALMAq1,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",The Black Keys
Domino - 1999 Remaster,0eti3iRdEgUxwcIcN2N9DY,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",Van Morrison
Mr. Misunderstood,79dlQxvdsCDApoM8XChkpy,"['contemporary country', 'country', 'country road', 'modern country rock']",Eric Church
Condemned,6WuVLG5DRHKKuJ6deCw28p,['oklahoma country'],Zach Bryan
Mary Jane's Last Dance,3dmqIB2Qxe2XZobw9gXxJ6,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'soft rock']",Tom Petty and the Heartbreakers
Just What I Needed,4alHo6RGd0D3OUbTPExTHN,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']",The Cars
New Kid in Town - 2013 Remaster,6Zyz8lsnMFpIrCTuvGurCB,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Eagles
You Don't Know How It Feels,7MooGz4ZPE4bNxjFegR6Jx,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",Tom Petty
American Girl,29AqPjeqZcXpGvdxLchZoP,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'soft rock']",Tom Petty and the Heartbreakers
Amerika,6pqKbOiVd58jcnxqIB10Ra,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
Lovely Day,0bRXwKfigvpKZUurwqAlEh,['jazz funk'],Bill Withers
Miss Independent,34ceTg8ChN5HjrqiIYCn9Q,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",Ne-Yo
All of Me,3U4isOIWM3VvDubwSI3y7a,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",John Legend
Big Green Tractor,4KAzYqfcijCSZa2P3etHoM,"['contemporary country', 'country', 'country road']",Jason Aldean
All On Me,2mfahQ0EaaZWq4cFNg6A1o,"['contemporary country', 'country pop', 'modern country rock']",Devin Dawson
Breakdown,5x53pbGk6sbl1BGom19QQ5,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'soft rock']",Tom Petty and the Heartbreakers
Leather and Lace,6L5c6wFGDQswebVAS3BmUw,"['pop', 'pop rock']",Stevie Nicks
34+35,6Im9k8u9iIzKMrmV7BWtlF,"['canadian contemporary r&b', 'canadian pop', 'pop']",Ariana Grande
Gettin' It (feat. Parliament Funkadelic),5K5dQsYdSdo2LKdepxbYAd,"['cali rap', 'gangster rap', 'golden age hip hop', 'hip hop', 'hyphy', 'oakland hip hop', 'pop rap', 'rap', 'southern hip hop', 'west coast rap']",Too $hort
Who's Crying Now,5IK2FtuC0qmHHam9sWFxUI,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",Journey
Goodpain,3rFeq7vjP5iyhEDssZV49n,"['electropop', 'indie folk', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'stomp and holler', 'vapor soul']",Yoke Lore
U Deserve It,4hQ6o8ECY5MyHyodnyOHEw,"['melodic rap', 'rap', 'trap']",Trippie Redd
Someday,73h6Ma5QhBFrshEN2CTevS,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
Wander With Me,7GLL5dU80NstXjcKlDMJmr,"['indie soul', 'jazz pop']",Tom Misch
1998,0DdNKXYhsBBrHsUyMOdRaa,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",Chet Faker
Release You,54XipZUcDxrEnZQ0nMuexh,"['indie soul', 'jazz pop']",Tom Misch
14 Miles From Home,1TSXaIf62MeAtdExEPxDqz,"['red dirt', 'texas country']",Six Market Blvd.
I Like The Sound Of That,5S5rw0WLVCAux5B5bWCehK,"['contemporary country', 'country', 'country road', 'pop rock']",Rascal Flatts
Hold On,501a6C1zDnBaRu8iLBddhA,"['australian indie', 'indie soul', 'vapor soul']",Crooked Colours
Innerbloom (Lane 8 Remix),0ZbsibQtb9M2N33y6FcyFh,"['australian electropop', 'indietronica']",RÜFÜS DU SOL
POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",DJ Khaled
Moonwalking in Calabasas,3FigWC4Kgj0YB1tc6WMwJL,"['rap', 'trap']",DDG
Sure Thing,0JXXNGljqupsJaZsgSbMZV,"['dance pop', 'pop', 'r&b', 'urban contemporary']",Miguel
Oh Sherrie,4zEi4tr3lEhiAvTRxEzbEz,"['album rock', 'mellow gold', 'soft rock', 'yacht rock']",Steve Perry
Down Under,46RVKt5Edm1zl0rXhPJZxz,"['album rock', 'australian rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",Men At Work
Yellow,3AJwUDP919kvQ9QcozQPxg,"['permanent wave', 'pop']",Coldplay
21 Summer,483beWfErq5MZAvC0fJ7cr,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",Brothers Osborne
Rockstar,6n9yCXvLhnYMgJIiIcMu7D,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",Nickelback
"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",0RyA3o15NOLJYtm9NlDu5c,"['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']",A$AP Mob
Stupid Again,1fPnUpoXCpD2NDI4vPVeLw,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",Tory Lanez
Through Glass - HOSH Remix,4ZPsT0Zvnly7ynaM73QwTZ,"['alternative metal', 'finnish alternative rock']",Poe (CA)
you broke me first,45bE4HXI0AwGZXfZtMp8JR,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Tate McRae
Quittin’ Time,7MFuhP7p3fPQc8sYyeWL1x,['contemporary country'],Morgan Wallen
Livin’ The Dream,3O9lWje3TSupR4vObAg9Yu,['contemporary country'],Morgan Wallen
Heartless - Wallen Album Mix,7iUmO03ChCW5VZdaycM4aX,['contemporary country'],Morgan Wallen
Silverado For Sale,1AGXmKhp5H6d1B2OwZwQdQ,['contemporary country'],Morgan Wallen
Need A Boat,5UmCoA8uugbNcVAfKMW3P2,['contemporary country'],Morgan Wallen
Me On Whiskey,6RhqlFP8FOZLZ4GWqokALY,['contemporary country'],Morgan Wallen
Whatcha Think Of Country Now,6WqvJZloeOpM8DihbMgIRJ,['contemporary country'],Morgan Wallen
Country A$$ Shit,2Q6NVIPwqtosYBXQ0C00d0,['contemporary country'],Morgan Wallen
This Bar,075qcpR3BnxD5CWUIx1HTr,['contemporary country'],Morgan Wallen
Somethin’ Country,2X7c8wSJD0urdk9aWzpu5D,['contemporary country'],Morgan Wallen
Blame It On Me,6f40eqAkAtDKodipTfThZc,['contemporary country'],Morgan Wallen
Beer Don’t,2shcL1H6lVSrIaCtshedcl,['contemporary country'],Morgan Wallen
Dangerous,1MX19fnaW1OUQoglWTYaOo,['contemporary country'],Morgan Wallen
"Rednecks, Red Letters, Red Dirt",5D7PM5yNiHKnU85Y055vvb,['contemporary country'],Morgan Wallen
Still Goin Down,2Qz8kpCjxulML39zB6gQxY,['contemporary country'],Morgan Wallen
Only Thing That’s Gone (feat. Chris Stapleton),0CfPMZ1DSdzglsMRpLDM2H,['contemporary country'],Morgan Wallen
Your Bartender,01FvQEvHETjWqcDpQDJdTb,['contemporary country'],Morgan Wallen
Wonderin’ Bout The Wind,2p6hbwOB2u5hI4Uc8FDNL3,['contemporary country'],Morgan Wallen
Whiskey’d My Way,6HsXpHn2s6S9arU3Wy7ndc,['contemporary country'],Morgan Wallen
Outlaw (feat. Ben Burgess),2NK6dtSujGIyilnEgbw8MX,['contemporary country'],Morgan Wallen
Neon Eyes,3kOi5KZTcCOdqFlUjF9CDZ,['contemporary country'],Morgan Wallen
865,0sKEilrw1GrBlG6qsTCrP4,['contemporary country'],Morgan Wallen
More Surprised Than Me,5NhcE6cuJjVYyVEKp97zOt,['contemporary country'],Morgan Wallen
Wasted On You,3cBsEDNhFI9E82vPj3kvi3,['contemporary country'],Morgan Wallen
Sand In My Boots,0uRrG2jRR5tuifsYIJHEao,['contemporary country'],Morgan Wallen
What Was I Thinkin',0r8iDf65NHgFgZOGLwj5r8,"['contemporary country', 'country', 'country road']",Dierks Bentley
Where Rainbows Never Die,2gE58DQyqgsvsK87SWUN62,"['bluegrass', 'indie folk', 'neo-traditional bluegrass', 'new americana', 'progressive bluegrass']",The Steeldrivers
Three Year Old,579wiJu8HXaGXod6rU3NiB,"['contemporary country', 'country', 'country road', 'modern country rock']",Eric Church
Angel,7FDV5ELOJHCGLe52AnttEd,"['dance pop', 'reggae fusion']",Shaggy
Little Jackson,6OW49FJ2GkRj6OAk43sqwM,"['alternative country', 'chamber pop', 'freak folk', 'indie folk', 'indie rock', 'new americana', 'stomp and holler']",Damien Jurado
I Got a Story to Tell - 2014 Remaster,7zfmhBiUvGoHz76NO1d5bZ,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",The Notorious B.I.G.
Mammas Don't Let Your Babies Grow up to Be Cowboys,7nVQ8mo77KaUvhUQzh4vMy,"['country', 'country rock', 'outlaw country', 'texas country']",Waylon Jennings
Whitehouse Road (OurVinyl Sessions),5zyCCvnG7J0BbSiUS4ogtm,"['kentucky indie', 'kentucky roots', 'outlaw country']",Tyler Childers
Hell Of A View,1kBx9VGumfuvlfqdlAGorE,"['contemporary country', 'country', 'country road', 'modern country rock']",Eric Church
If It Wasn’t For Trucks,4QhFrBkJ3Rqx66Xs8xwH8o,"['contemporary country', 'country road']",Riley Green
Joy Of My Life,4EuaDcxHmHKS6gZ5iuGba0,"['contemporary country', 'outlaw country']",Chris Stapleton
Millionaire,68JS5SFTnW5Yv9Vzw81Jf0,"['contemporary country', 'outlaw country']",Chris Stapleton
Follow You to Virgie (OurVinyl Sessions),1i8wRldiflmM5by96tDcKl,"['kentucky indie', 'kentucky roots', 'outlaw country']",Tyler Childers
Revival,428Q4VwvnIkSpwog4QdQZg,['oklahoma country'],Zach Bryan
Whoopty,5vGLcdRuSbUhD8ScwsGSdA,['nyc rap'],CJ
Shake & Pop - Original Mix,1DpXDEwSg6QWwmyPEkp0Gs,"['bass house', 'deep groove house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house']",Green Velvet
Control,3NrMppEmrfhrz9OXaUejp7,"['electropop', 'tropical house', 'vapor soul']",Emmit Fenn
Giant,6yL3Yh54Jou4EG9rkR8D48,[],Luke Dick
Money In The Way,1Du1gIiBziiR6SUx3gnSvr,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2 Chainz
Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,[],Blxst
Big Rings,7jslhIiELQkgW9IHeYNOWE,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake
It Wasn't Me,3WkibOpDF7cQ5xntM1epyf,"['dance pop', 'reggae fusion']",Shaggy
Cheatin’ Songs,01dBLHq3UWyDRWDZJXj235,"['neo-traditional country', 'texas country']",Midland
Love on the Weekend,0j2WBxWZnWti5TpSxjJvPb,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
Landslide,5ihS6UUlyQAfmp48eSkxuQ,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Fleetwood Mac
July (feat. Leon Bridges),3V0nnQhqvbE3JmiDdnzQFQ,"['alt z', 'dance pop', 'pop', 'post-teen pop']",Noah Cyrus
Inside Friend (feat. John Mayer),4ehkZtzPTbjsRULRfQSWYu,"['modern blues', 'soul']",Leon Bridges
Texas Sun,6Flu33CZc4xS2gkA6cRcNh,['neo-psychedelic'],Khruangbin
Somebody’s Problem,0SErdEdRcVX1uJCf1eTGYH,['contemporary country'],Morgan Wallen
Sometimes,7oJmIBxEAYjfkS7lhZ7M1S,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']",Goth Babe
Memory I Don't Mess With,7BQE1P0NUalHSvFtrxasx9,"['contemporary country', 'country', 'country road', 'modern country rock']",Lee Brice
Horses Are Faster,3Jtn0oLAGr0KFA5J8CaT4C,"['contemporary country', 'wyoming roots']",Ian Munsick
Livin’ The Dream,2L4YgbxxwmwafMqLIjSx8q,['contemporary country'],Morgan Wallen
Under Pressure - Remastered 2011,11IzgLRXV7Cgek3tEgGgjw,"['electropop', 'modern rock', 'pop', 'pop rap']",Queen
Body,0A1hoCfMLkiAgvhWkkucJa,"['houston rap', 'pop', 'pop rap', 'trap queen']",Megan Thee Stallion
Wildflowers,7nVAaMWgNpflAuD4AZiRRf,[],Haiva Ru
Kissing Other People,4WjTbrxOPvSwQlajlE4aXH,"['alt z', 'canadian pop', 'dance pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Lennon Stella
if we never met - remix,0o6NlHNV7Tet6yh9BC6BGd,"['alt z', 'chill r&b', 'electropop', 'pop', 'post-teen pop']",John K
Something Like That,6leiB1fEsTnVCuPiielde5,"['pop', 'post-teen pop']",Tim McGraw
if we never met,5HBDBBr5OV90lubqW8ctJF,"['alt z', 'chill r&b', 'electropop', 'pop', 'post-teen pop']",John K
Your Love,5dRQUolXAVX3BbCiIxmSsf,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'power pop', 'rock', 'soft rock']",The Outfield
Heaven,1XcUn5PE9d42zWamWgRG2x,[],Los Lonely Boys
End Summer,1OQEF0LsL7KMQmBZSiUcdE,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']",Goth Babe
Doo Wop (That Thing),0uEp9E98JB5awlA084uaIg,"['east coast hip hop', 'gangster rap', 'hip hop', 'new jersey rap', 'rap']",Ms. Lauryn Hill
Love Is Killing Me,0WDHsTEgyvjw4EM24O0Tyd,"['edm', 'electra', 'electronic trap', 'future bass', 'pop edm']",BONNIE X CLYDE
Lemonade,02kDW379Yfd5PzW5A6vuGt,"['pop rap', 'rap', 'trap']",Internet Money
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6FuGJB290AQMAHTfjOYVaK,['cali rap'],24kGoldn
Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,['cali rap'],24kGoldn
Awaken,4oYzwOTWpP3JTyKrTHJtqw,['electropop'],Big Wild
Hard To Love,6E9V9TRlVOLjenGjHemzEH,"['contemporary country', 'country', 'country road', 'modern country rock']",Lee Brice
Rumor,56eGOeSsqdg3FLxdo83TwV,"['contemporary country', 'country', 'country road', 'modern country rock']",Lee Brice
Liability,6Kkt27YmFyIFrcX3QXFi2o,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",Lorde
You Should Probably Leave,2UikqkwBv7aIvlixeVXHWt,"['contemporary country', 'outlaw country']",Chris Stapleton
Sundress,2aPTvyE09vUCRwVvj0I8WK,"['east coast hip hop', 'hip hop', 'rap', 'trap']",A$AP Rocky
Dissolve,7pBrj5rt4SSxXwFKOyZfHR,"['indie psych-pop', 'shimmer psych']",Absofacto
affection,2lTtnKQgjbrBA1qnOFhBkP,"['alt z', 'indie pop', 'la pop']",BETWEEN FRIENDS
Fisher,3cY2nHVVX2ZER1ttxGzLav,"['french indietronica', 'new french touch']",Camel Power Club
Honky Tonk Highway,72DdM3q1npvvRUoa1YQEOd,['contemporary country'],Luke Combs
Deep End - SIDEPIECE Remix,7JdiXX87BugXUDhQ89GEc8,"['deep groove house', 'edm', 'house', 'pop dance']",John Summit
Outro,2QVmiA93GVhWNTWQctyY1K,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",M83
First Time,2Gl0FzuLxflY6nPifJp5Dr,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
The One That Got Away,3oL3XRtkP1WVbMxf7dtTdu,"['dance pop', 'pop', 'post-teen pop']",Katy Perry
Teenage Dream,5jzKL4BDMClWqRguW5qZvh,"['dance pop', 'pop', 'post-teen pop']",Katy Perry
Need It (feat. Masego),2aVNJ9PiQTEf4oAiNED82y,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA
Like Dat,788NX6uCNEVuZW8x5BkQqM,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
77 (feat. Kini Solana),0cRvK1mcG6zmaD04D6PAnb,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop edm', 'vapor twitch']",Kaivon
Move All Night,6RKFXPdoCBRcLljsxKZUNw,"['bass house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive house', 'tropical house', 'vapor twitch']",SNBRN
WORD,0oSWQjfe5dnRPbXQnZNJ4u,"['bass house', 'deep disco house', 'edm', 'electro house', 'house']",Walker & Royce
Friendship,2ZAqfeq7PMp7XA2IKhuJJ2,"['contemporary country', 'outlaw country']",Chris Stapleton
HIT EM WHERE IT HURTS,63e35wfL6GMUp0boIvNBhw,['indie r&b'],PawPaw Rod
Gravity,3SktMqZmo3M9zbB7oKMIF7,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,"['dance pop', 'pop', 'urban contemporary']",Whitney Houston
Baianá,3iCO0ZekWPK6rmLnDjejLB,"['deep euro house', 'minimal tech house', 'new french touch', 'pop dance', 'tropical house']",Bakermat
Love On The Brain,5oO3drDxtziYU2H1X23ZIp,"['detroit hip hop', 'hip hop', 'rap']",Rihanna
San Frandisco,3T00mhdOYUuM5yiuPs3xhs,"['australian house', 'deep groove house', 'edm', 'electro house', 'house']",Dom Dolla
Take It,14fIlfcmFPlj4V2IazeJ25,"['australian house', 'deep groove house', 'edm', 'electro house', 'house']",Dom Dolla
Chinatown (feat. Bruce Springsteen),7IY2JF7AlVN5uvIUBVnSJd,"['double drumming', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'stomp and holler']",Bleachers
Doses & Mimosas,44CZRkOxv7UItaAUmh8PgN,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",Cherub
