name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,pctCalm,pctEnergetic,pctHappy,pctSad,uri
One Of Those Nights BY Tim McGraw...,0.012263096798433695,0.427027027027027,0.7539779681762546,0.0,0.1027941553447834,0.7186844863731655,0.01469413831656284,0.44930994543754627,0.35245901639344257,0.043324865,0.55793446,0.31717816,0.08156254,3ZHjQSfJ46zjFbt79MAqD2
ATM BY J. Cole...,0.12476259456853293,0.7608108108108108,0.4137086903304773,0.0,0.06793129966675213,0.5835298742138364,1.0,0.1337338301167999,0.27985948477751754,0.41737115,0.5547014,0.014094173,0.013833212,2UciqgwVDwro0fev3MFbxJ
I Love This Life BY LOCASH...,0.01769260923907555,0.5094594594594594,0.9388004895960832,1.2525951557093426e-05,0.14893617021276592,0.8879716981132074,0.05079060852898897,0.344169073833745,0.5117096018735363,0.01881996,0.55464035,0.40087187,0.02566775,5d0iu7Mc64GwJIMBGjDt2U
Not Over You BY Gavin DeGr...,0.2767889429065049,0.5689189189189189,0.8984088127294981,0.0,0.1848244039989746,0.7845911949685533,0.050311451844753226,0.554004270105078,0.29508196721311475,0.07406151,0.5537609,0.19230115,0.17987648,6j7hih15xG2cdYwIJnQXsq
Texas Was You BY Jason Alde...,0.011937326051995184,0.5702702702702702,0.7637698898408812,0.0001250865051903114,0.07228915662650603,0.8222615303983227,0.018207954000958308,0.3308354614085765,0.41920374707259944,0.04053143,0.5496196,0.35074574,0.059103183,3XmGUn730lnJnYMUAMhlHk
Chariot BY Gavin DeGr...,0.06351769423809281,0.2256756756756757,0.8225214198286414,0.0,0.37964624455267876,0.8018212788259957,0.034978437949209386,0.7313392221710555,0.3875878220140515,0.028142601,0.54869515,0.3182543,0.10490805,0lKTwaoezVFOd1MC6MqViz
Burning Man BY Dierks Ben...,0.004259995460927599,0.5405405405405405,0.791921664626683,9.377162629757785e-06,0.07152012304537297,0.6123558700209643,0.11867113879571953,0.39367996539261235,0.44496487119437933,0.04784802,0.5452246,0.3647228,0.042204663,4a1oIihVt6xSnDRpgX387M
Secrets BY OneRepubli...,0.07774301683257447,0.41486486486486485,0.7392900856793145,0.0,0.1002307100743399,0.677738469601677,0.021881488580099022,0.5956587265039561,0.3091334894613583,0.060237285,0.54444253,0.26024297,0.13507718,1NhPKVLsHhFUHIOZ32QnS2
Mysteries of the World BY Walker McG...,0.11716127715163434,0.4581081081081081,0.7123623011015912,0.0,0.06203537554473212,0.7737814465408804,0.009263695895224404,0.5673657917137636,0.2810304449648712,0.070073985,0.544419,0.21387357,0.17163347,4i03jcO0O06RWfddcDlQoO
Yellow BY Coldplay...,0.002479115380397071,0.29729729729729726,0.613219094247246,0.00020934256055363322,0.25275570366572675,0.611962788259958,0.008305382526752912,0.772540154337785,0.20257611241217796,0.067932524,0.54070556,0.17144006,0.21992181,3AJwUDP919kvQ9QcozQPxg
Wherever You Will Go BY The Callin...,0.03973642974808148,0.4716216216216217,0.6842105263157894,0.0,0.1002307100743399,0.7504585953878405,0.006069318000319436,0.34451793862770547,0.30327868852459017,0.06673812,0.5398344,0.27197418,0.12145334,5QpaGzWp0hwB5faV8dkbAz
"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy) BY Dreamville...",0.0424511859684024,0.745945945945946,0.5214198286413708,0.0,0.02435273006921302,0.7337526205450733,0.5368152052387798,0.6080992450565859,0.7107728337236533,0.16997556,0.53731656,0.2687878,0.02392006,36J0iaPDGbYGsHvYpaYs3k
Dear Rodeo BY Cody Johns...,0.009450609354181214,0.3689189189189189,0.6046511627906976,0.0002837370242214533,0.09510381953345295,0.7403039832285114,0.0057498802108289365,0.5828972523408829,0.2822014051522248,0.06712177,0.5371944,0.23415206,0.16153184,5S8TnsIYMVrUg1bKxiGf6e
I Love This Bar BY Toby Keith...,0.02963753660848763,0.531081081081081,0.8482252141982863,0.014325259515570933,0.40784414252755696,0.7341457023060796,0.03338124900175691,0.3655893721829167,0.41451990632318503,0.040286973,0.53593034,0.35823312,0.06554952,2EZWdLnLPwL97JcfNlBoM1
You're Gonna Miss This BY Trace Adki...,0.025619697402412656,0.3932432432432432,0.6181150550795593,0.00011089965397923876,0.08023583696488079,0.6165487421383646,0.020124580737901285,0.6443323425573186,0.243559718969555,0.08187758,0.53400487,0.20411012,0.18000743,7Efs0OIW6zgQyH7ehKZYpN
Where Them Girls At (feat. Nicki Minaj & Flo Rida) BY David Guet...,0.033112424570498414,0.6148648648648649,0.8714810281517748,0.0,0.2450653678543963,0.8812237945492661,0.02667305542245648,0.4690347608880701,0.5187353629976581,0.025356017,0.52362216,0.40758985,0.043431956,63rbP24OzfaQCJjsHWZXnY
Young Man's Blues BY Parker McC...,0.01497785301875462,0.45945945945945954,0.8678090575275398,0.0,0.3809279671879005,0.7698506289308176,0.05063088963424373,0.35828414339738485,0.45667447306791564,0.029897243,0.5205441,0.40112925,0.048429403,6ywiHcxaHBR39gRhud37XK
Honky Tonk Highway BY Luke Combs...,0.06243179174996443,0.4932432432432432,0.6597307221542227,0.0,0.07228915662650603,0.799135220125786,0.03162434115955918,0.48358242279622105,0.3618266978922716,0.07045199,0.5191089,0.28325987,0.12717918,6Xc2ppeXCBZbwuCcaRDrdn
So Good BY B.o.B...,0.04364567870534362,0.6094594594594595,0.9057527539779681,0.0,0.23352986413740062,0.7565513626834381,0.18703082574668584,0.15950098379871896,0.5608899297423887,0.03289272,0.51390934,0.43266934,0.020528592,28GUjBGqZVcAV4PHSYzkj2
Magic (feat. Rivers Cuomo) BY B.o.B...,0.013674770033000576,0.45945945945945954,0.944920440636475,0.0,0.3975903614457831,0.8161687631027252,0.51126018207954,0.13807370815366787,0.7903981264637002,0.021447806,0.51320726,0.46118224,0.004162699,5uHYcK0nbEYgRaFTY5BqnP
Real Men Love Jesus BY Michael Ra...,0.0065512497108784614,0.3202702702702702,0.6878824969400245,8.304498269896194e-05,0.11561138169700075,0.7881944444444444,0.0191662673694298,0.09406092574761721,0.32435597189695553,0.056349333,0.5109732,0.34762958,0.08504793,4PUd2AwQAWY05WWR5qxig9
Low (feat. T-Pain) BY Flo Rida...,0.10065555933208309,0.9581081081081081,0.5495716034271725,0.0,0.13099205331966163,0.7159329140461215,0.08976201884682958,0.45602210407334537,0.22482435597189696,0.20426701,0.51045865,0.09195701,0.19331737,0CAfXk7DXMnon4gLudAp7J
The Woman with You BY Kenny Ches...,0.0728564556359968,0.4608108108108109,0.616891064871481,7.456747404844291e-05,0.09894898743911817,0.6162866876310272,0.019006548474684547,0.5392263574329133,0.18852459016393444,0.10777738,0.5095545,0.15951353,0.22315462,38svIEZx14taLmeQQfMFDv
Whatever You Like BY T.I....,0.017366838492637038,0.6364864864864865,0.6450428396572828,0.0,0.28736221481671365,0.6817348008385744,0.07666506947771923,0.6098365917305089,0.41569086651053866,0.08330515,0.50898486,0.2915118,0.116198085,1IAzD1muglOxOcPbUHs70R
Meet Me Halfway BY Black Eyed...,0.005030986227498743,0.795945945945946,0.5740514075887393,3.754325259515571e-05,0.3681107408356831,0.6362028301886791,0.08081776074109567,0.4699208774647297,0.3372365339578455,0.13898087,0.5075217,0.20398049,0.1495169,0xfpx7AiwgSKEtjotea2L6
What Happens In A Small Town BY Brantley G...,0.0008904400402652642,0.38783783783783776,0.7527539779681762,0.0,0.13227377595488335,0.7379454926624737,0.029068838843635196,0.5268904983184717,0.4285714285714285,0.03584301,0.50570387,0.3901356,0.06831754,3g9OCNXY2aSbGRQGY17qVE
My Humps BY Black Eyed...,0.12041898461601945,0.7999999999999999,0.6389228886168911,2.698961937716263e-05,0.09254037426300948,0.697654612159329,0.32279188628014693,0.42770823739551506,0.5550351288056206,0.16628984,0.5022582,0.27619976,0.05525222,19JdbdEwQI7bCxefMokZO8
Living BY Dierks Ben...,0.01649811650213434,0.4162162162162162,0.7992656058751528,0.0,0.08869520635734426,0.6710560796645701,0.052547516371186716,0.14202285762130024,0.38875878220140514,0.04589617,0.501272,0.40224978,0.050582085,54K7AZoGpQklpygKrxZlKN
Written in the Stars (feat. Eric Turner) BY Tinie Temp...,0.06362628448690565,0.5878378378378378,0.9608323133414932,0.0,0.18866957190463982,0.853904612159329,0.0779428206356812,0.19792495220552325,0.5398126463700234,0.023515016,0.5003438,0.4513989,0.02474233,61HQWI1Woxup7CnGwVUsdI
Stronger BY Kanye West...,0.006008298466814277,0.5513513513513513,0.6817625458996327,0.0,0.47577544219430906,0.5706236897274632,0.20779428206356812,0.2884553662382607,0.44262295081967207,0.09741201,0.49861506,0.3369067,0.06706623,4fzsfWzRhPawzqhX8Qt9F3
Go Legend (& Metro Boomin) BY Big Sean...,0.01801837998551406,0.6040540540540541,0.49449204406364733,2.4048442906574396e-06,0.1643168418354268,0.5007206498951781,0.10445615716339243,0.6095644771912199,0.16159250585480092,0.18118581,0.49731383,0.10154286,0.21995759,3wAI7MIQtTgwcRmwchPZBc
Call Me Country BY Jon Pardi...,0.0023488070818216663,0.39054054054054055,0.7637698898408812,0.0001389273356401384,0.25275570366572675,0.7853773584905659,0.015173295000798594,0.622660861556495,0.45316159250585475,0.03105146,0.4960254,0.39788505,0.075038046,111L2CcGRbWfDLSO3tclyK
Loving You Easy BY Zac Brown ...,0.013457589535374903,0.6864864864864865,0.5275397796817625,0.0,0.041399641117662124,0.8273715932914045,0.006069318000319436,0.25364563709688676,0.3231850117096019,0.116518505,0.49497408,0.2414204,0.14708702,4ieqNz8S9pvnA0inetRkE3
The Show Goes On BY Lupe Fiasc...,0.020407365459396476,0.5162162162162162,0.8922888616891064,0.0,0.15149961548320942,0.8339229559748427,0.14710110206037375,0.5610932027183546,0.6299765807962528,0.019348407,0.48822024,0.47157434,0.020857077,4NTWZqvfQTlOMitlVn6tew
