name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,pctCalm,pctEnergetic,pctHappy,pctSad,uri
WHERE TO FIND ME BY HARDY...,0.1486524493073571,0.5202702702702702,0.7980416156670747,0.0,0.3065880543450397,0.7509827044025156,0.027950806580418465,0.45584767167636514,0.8185011709601874,0.021385472,0.10464055,0.84253603,0.031437967,5OeF6XbsPBDmhKXD30CKEZ
Sun Daze BY Florida Ge...,0.10641084251916347,0.3608108108108108,0.9694002447980415,5.034602076124568e-06,0.5142271212509613,0.837591719077568,0.028909119948889957,0.7494453049776031,0.8629976580796253,0.007028849,0.1323143,0.8422193,0.01843749,0El2Zyt68nYySFDG87hZgM
Hell Of A View BY Eric Churc...,0.1291062045210464,0.6486486486486486,0.5165238678090575,0.008027681660899655,0.08228659318123557,0.6413784067085954,0.001118032263216738,0.25377122842271255,0.9028103044496486,0.053284053,0.068026476,0.84097636,0.037713114,1kBx9VGumfuvlfqdlAGorE
Fire Burning BY Sean Kings...,0.020733136205834987,0.8513513513513512,0.788249694002448,0.0,0.3770827992822353,0.9207940251572326,0.015971889474524832,0.4208914193215277,0.9086651053864169,0.014559326,0.13502838,0.8349841,0.015428164,2oENJa1T33GJ0w8dC167G4
Born to Love You BY LANCO...,0.14213703437858685,0.6081081081081081,0.9082007343941249,0.0001711072664359862,0.026403486285567802,0.6797693920335428,0.010701165947931641,0.434950670518134,0.8173302107728337,0.01798308,0.12990081,0.83056337,0.021552728,77a5Eu7lC3tG0Sukt2O91U
This Side Of A Dust Cloud - Bonus BY Morgan Wal...,0.15082425428361385,0.5891891891891892,0.7025703794369644,0.0014411764705882352,0.15662650602409636,0.6994234800838574,0.005909599105574183,0.4977533107268947,0.8021077283372365,0.033732157,0.096099176,0.8259136,0.044255078,0UotfxRXpJwpem9QheCD5a
"Y'all People - Dedicated to the ""CoJo Nation"" BY Cody Johns...",0.05287584985443477,0.5094594594594594,0.587515299877601,0.0,0.028582414765444757,0.7490828092243185,0.012298354895384118,0.5965029793053405,0.8114754098360656,0.030029492,0.10680767,0.82439077,0.038772013,0wjaq05IUF3dVHNnYXjg8O
Party Crowd BY David Lee ...,0.04103951273383553,0.7418918918918919,0.605875152998776,0.0,0.05472955652396821,0.3214753668763103,0.010062290368950642,0.4499727885460711,0.7669789227166276,0.05788207,0.08003807,0.8242588,0.037821095,57IEs29xqMQaAkjQ8iQuI0
It's A Little Too Late - 1996 Greatest Hits Version BY Mark Chesn...,0.3441148971704639,0.4094594594594595,0.9167686658506732,0.0,0.04011791848244039,0.59375,0.043922696054943304,0.7697701678737388,0.7950819672131147,0.028385235,0.09378438,0.82406914,0.053761236,0D5L0ZxGyhEFTqhfiXwYxw
Haven't Met You Yet BY Michael Bu...,0.16494098662928264,0.5486486486486486,0.7013463892288861,0.0,0.09254037426300948,0.770440251572327,0.01693020284299633,0.4181493420409986,0.8009367681498829,0.03290964,0.1029681,0.8224637,0.041658603,4fIWvT19w9PR0VVBuPYpWA
Blue Collar Boys BY Luke Combs...,0.008820785911066758,0.43243243243243246,0.7992656058751528,0.0,0.4129710330684439,0.7239910901467503,0.01565245168503434,0.6378504346855334,0.7939110070257611,0.01319225,0.14379022,0.81881464,0.024202844,0KtxdSPi1ZbDc3wwD2IGF0
Simple BY Florida Ge...,0.09196833942705612,0.22432432432432436,0.8922888616891064,0.0,0.1271468854139964,0.8427672955974841,0.12170579779587923,0.9560221040733454,0.9004683840749413,0.007877802,0.1628586,0.81354237,0.01572125,4P92FrvmYQSAfOpp4cpFEi
White Trash Story BY Casey Dona...,0.13562161944981663,0.6216216216216216,0.6805385556915544,0.0,0.1027941553447834,0.6496986373165619,0.024117553106532498,0.2045882697701678,0.7740046838407494,0.044315085,0.106293924,0.8124919,0.036899127,6h0FOQxhnq0iqVsf0I9WsZ
Bettin' Man BY Riley Gree...,0.02963753660848763,0.5405405405405405,0.5850673194614443,0.0,0.08613176108690077,0.7832809224318658,0.010541447053186388,0.5398124502867667,0.7997658079625293,0.030071452,0.12000453,0.8118598,0.03806425,4wCdeawWseZUYkhN697nX7
Steady as She Goes BY Shotgun Ri...,0.06677540170247792,0.5135135135135135,0.7160342717258261,0.0,0.37580107664701357,0.6889412997903563,0.009583133684714897,0.33789648483833606,0.7377049180327868,0.028592357,0.123790555,0.8082391,0.039377995,5tqOpDfDfForWXOlJsaDgs
Change My Mind BY Josh Ward...,0.009950124498720264,0.5108108108108107,0.8763769889840881,7.422145328719723e-06,0.37964624455267876,0.7167845911949684,0.018846829579939307,0.3653521441230237,0.7646370023419203,0.013663853,0.16259456,0.8067642,0.016977506,1HhvADMkoWcqxsOVXsaO35
One Of Them Girls BY Lee Brice...,0.31913913994351134,0.5864864864864865,0.7711138310893513,0.0,0.08997692899256599,0.6871724318658281,0.03721450247564286,0.2326021127251922,0.8056206088992974,0.053177305,0.090653874,0.8028538,0.053315032,14GwnOeC9qYEKEA6uOZepa
Some Of It BY Eric Churc...,0.3701765568855448,0.47432432432432436,0.7050183598531211,1.6972318339100346e-05,0.15149961548320942,0.6067872117400419,0.03465900015971889,0.11996064805124124,0.8337236533957845,0.06765418,0.06423585,0.8026884,0.065421514,3d1qN7AHge6BXuVPutcpI5
It's a Beautiful Day BY Michael Bu...,0.0605857575201462,0.43648648648648647,0.7772337821297429,0.0,0.3309407844142527,0.8247510482180292,0.020603737422137038,0.5664657205453454,0.7822014051522248,0.016229086,0.15323435,0.80005205,0.030484565,0mvkwaZMP2gAy2ApQLtZRv
I Just Wanted You To Know BY Mark Chesn...,0.21054889113067424,0.5121621621621621,0.5116279069767441,3.685121107266436e-06,0.17328890028197894,0.3020178197064989,0.004472129052866952,0.5764502309484936,0.8021077283372365,0.08076203,0.03264181,0.7980331,0.088563055,39KHPb4hftle7NNR9F1OIR
Just To See You Smile BY Tim McGraw...,0.13779342442607337,0.3824324324324324,0.8115055079559362,0.0,0.01986670084593694,0.5268605870020964,0.010860884842676888,0.22112446100389332,0.6908665105386416,0.034195732,0.12613663,0.79798305,0.041684575,06YGnGRD3zbVQyrlZeV5pQ
If You Ain't Here To Party BY Luke Bryan...,0.030180487852551816,0.3891891891891892,0.9155446756425948,0.0,0.35913868238913094,0.8016247379454926,0.03274237342277591,0.6795816413390827,0.8079625292740047,0.008723922,0.17663541,0.79789054,0.016750129,7mu21H4g5sGUX7n3tGsGig
"Lover, Lover BY Jerrod Nie...",0.20186167122564724,0.9054054054054054,0.4981640146878824,0.0,0.7500640861317611,0.6590015723270439,0.05733908321354416,0.34762981258983267,0.9789227166276345,0.08916031,0.045898005,0.7941082,0.070833564,5UzU0qw21okODBNUnxptVo
Smack That BY Akon...,0.3484585071229774,0.9864864864864863,0.7123623011015912,0.0,0.08997692899256599,0.7466588050314464,0.0380130969493691,0.39301712228408753,0.9508196721311476,0.075339496,0.077541895,0.7938372,0.0532814,2kQuhkFX7uSVepCD3h29g5
Hungover & Hard Up BY Eric Churc...,0.26592991802522115,0.6283783783783784,0.6817625458996327,0.001282006920415225,0.4488592668546526,0.6604428721174003,0.015812170579779593,0.09351669666903889,0.82903981264637,0.06342728,0.07987503,0.7929529,0.063744776,5x0vtnEd0Opk7hZmWLvbFS
Bottom Of The Fifth BY Curtis Gri...,0.2192361110357012,0.4405405405405406,0.9045287637698899,0.0,0.12586516277877466,0.8706761006289307,0.043283820475962305,0.7778010354307086,0.8208430913348945,0.015815556,0.15708165,0.7925761,0.034526706,4lvjgZAas0ZZ9dVKkmQShx
Ticks BY Brad Paisl...,0.033763966063375436,0.5594594594594594,0.7711138310893513,6.52249134948097e-05,0.08869520635734426,0.6716457023060796,0.008624820316243405,0.22175939492890145,0.7096018735362997,0.024674395,0.16018572,0.7912205,0.0239194,736KP0gdltJQWPKk0wVL7l
Stuck Like Glue BY Sugarland...,0.35714572702800435,0.6662162162162162,0.7772337821297429,0.0,0.017559600102537813,0.7733228511530397,0.05414470531863919,0.1486931524818242,0.847775175644028,0.059421007,0.10508197,0.7875752,0.04792183,0JcKdUGNR7zI4jJDLyYXbi
Cold Beer Calling My Name BY Jameson Ro...,0.05200712786393207,0.5027027027027027,0.8567931456548347,0.0,0.16944373237631377,0.8173480083857442,0.025714742053984982,0.5977309833800812,0.7939110070257611,0.01238321,0.1810901,0.7869078,0.019618839,3dV1fjKOlLnaNK5MeZHXGv
Tonight Tonight BY Hot Chelle...,0.08284675852677781,0.6445945945945947,0.762545899632803,0.0,0.16175339656498333,0.7593684486373165,0.15348985785018365,0.26044850057911556,0.8220140515222482,0.03118895,0.16768938,0.78345424,0.01766743,2i0AUcEnsDm3dsqLrFWUCq
Jesus And Wranglers BY Riley Gree...,0.008625323463203651,0.4999999999999999,0.7270501835985311,0.0,0.0557549346321456,0.7415487421383646,0.005111004631847951,0.428308284841127,0.7283372365339578,0.02071148,0.17211667,0.78119487,0.025977064,0vgoslYFyEhs1qKMLJWg9Y
Country Folks - Livin' Loud BY The Lost T...,0.24964138070329558,0.4297297297297298,0.8335373317013463,0.0,0.06972571135606254,0.8984538784067084,0.04408241494968856,0.12054674090509482,0.7611241217798594,0.02842484,0.15601793,0.7806343,0.034922935,1P7fYBkHMxj3rQI8rUzIZo
Old Hat BY Jon Pardi...,0.09327142241281017,0.5283783783783783,0.8421052631578946,0.0,0.036272750576775196,0.8322196016771487,0.020603737422137038,0.6091877032137425,0.7868852459016393,0.015354666,0.18161647,0.77946335,0.023565497,2BNTOqv1zDZbItHIiuUKWf
Accidentally In Love BY Counting C...,0.04766351791141858,0.46621621621621623,0.9388004895960832,5.7439446366782005e-06,0.06511150986926428,0.8468946540880502,0.023798115317042005,0.5257392444984021,0.8173302107728337,0.010020622,0.20111783,0.77391994,0.014941642,4ccM2xBxicGigjLqt6A0YY
Southern Voice BY Tim McGraw...,0.04831505940429561,0.5689189189189189,0.8776009791921665,0.0,0.09766726480389643,0.8164308176100628,0.01469413831656284,0.3446853937288065,0.7564402810304449,0.014606335,0.19552249,0.7729298,0.016941369,1fgHi1HhKJ6tB41eOWbwVy
Stereo Hearts (feat. Adam Levine) BY Gym Class ...,0.034524097805065296,0.5905405405405405,0.7772337821297429,0.0,0.2950525506280441,0.869693396226415,0.11931001437470054,0.19075926933757553,0.8009367681498829,0.021506544,0.19028215,0.7719208,0.016290424,0qOnSQQF0yzuPWsXrQ9paz
Out Of Sight BY Midland...,0.07893750956951567,0.5067567567567567,0.8494492044063647,1.1332179930795848e-05,0.4975647269930787,0.7064989517819706,0.020603737422137038,0.39356135136266585,0.7119437939110069,0.02140207,0.17290334,0.7706101,0.03508447,1pxdS67xTNTsxDtGzDOiv7
I'm Not Alright BY Shotgun Ri...,0.19860396376126213,0.5013513513513512,0.6842105263157894,0.0,0.15918995129453986,0.6472746331236896,0.0191662673694298,0.6926501165208412,0.7587822014051522,0.04614406,0.105474055,0.7701933,0.078188606,3PURovRKyJaBmgzPfmMJ4O
Sunshine & Whiskey BY Frankie Ba...,0.242040063286397,0.622972972972973,0.7062423500611994,0.0,0.3693924634709049,0.6403301886792452,0.03274237342277591,0.2116423159040483,0.7517564402810304,0.066398904,0.09431073,0.7673516,0.07193875,6aNwDe5YH5YUPlpHkku52w
Hole In A Bottle BY Canaan Smi...,0.0509212253758037,0.6445945945945947,0.7784577723378213,0.0,0.15278133811843114,0.7230083857442346,0.011340041526912634,0.3512161426717461,0.7271662763466041,0.025880286,0.17926197,0.76669276,0.028164946,2QtZvpEiGKqcwMsF1tUW7B
I Cry BY Flo Rida...,0.006572967760641029,0.6540540540540539,0.8102815177478578,3.096885813148789e-06,0.3565752371186875,0.7289701257861634,0.03354096789650216,0.4422558993036659,0.7622950819672131,0.019418905,0.19148114,0.7665358,0.022564089,4bZd0nRuX8HyjeXAUBczvm
Alright BY Darius Ruc...,0.05711086955813541,0.5297297297297296,0.7906976744186046,0.0,0.18995129453986154,0.7854428721174003,0.018527391790448815,0.18992199383207048,0.7014051522248242,0.023728473,0.1833622,0.7662279,0.02668138,5JlH51YDYsGj2dyEJKKjcN
My House BY Flo Rida...,0.02323071192853024,0.6472972972972972,0.6634026927784576,0.0,0.1168931043322225,0.771488469601677,0.04312410158121705,0.2187800895884791,0.7353629976580796,0.0360359,0.17165372,0.7630977,0.029212644,6Knv6wdA0luoMUuuoYi2i1
Magnolia BY Brett Eldr...,0.03626154178607069,0.5216216216216215,0.679314565483476,0.0,0.04627018713150475,0.6842243186582808,0.017249640632486823,0.14209263058009242,0.6615925058548009,0.037584145,0.1680032,0.76017225,0.034240473,2TKTMnErKNBjVprlJ9b2lk
Night Shift BY Jon Pardi...,0.10445621804053239,0.5689189189189189,0.7270501835985311,0.0,0.29633427326326583,0.8519392033542976,0.008784539210988658,0.23268584027574274,0.7236533957845432,0.032208182,0.16581634,0.7583819,0.04359362,0bPnT6i9H1p8Vd85GS6Z7I
Colorado BY Florida Ge...,0.1996898662493905,0.37702702702702695,0.8543451652386781,0.0,0.4424506536785439,0.9074947589098531,0.0650055901613161,0.6089644297456078,0.7704918032786885,0.02089064,0.17188145,0.75767326,0.049554676,3tPBJEpMATWJnltCnJD7JC
Burn Out BY Midland...,0.3169673349672546,0.6243243243243244,0.690330477356181,0.0,0.2489105357600615,0.7178983228511528,0.0023957834211787293,0.2604345459873571,0.8067915690866511,0.06912389,0.09020916,0.75524735,0.08541961,7yrJnekdlwWARt5lmVqJ6L
Fix a Drink BY Chris Jans...,0.03213511233118288,0.47837837837837827,0.8898408812729498,0.0,0.40399897462189177,0.7570099580712788,0.10030346590001596,0.6656340268765439,0.7985948477751756,0.012771988,0.21602419,0.75300646,0.018197322,0s6OWiWGuiCcm1Muzch5A8
Chattahoochee BY Alan Jacks...,0.39298050913624055,0.5364864864864864,0.668298653610771,0.0,0.1579082286593181,0.4522405660377359,0.02395783421178726,0.7806407948535465,0.8278688524590163,0.079103954,0.03933525,0.75280195,0.12875886,59kHPbwyyCApYA8RQQEuXm
Living in the Moment BY Jason Mraz...,0.052224308361557746,0.595945945945946,0.5728274173806609,0.0,0.10535760061522684,0.6163522012578615,0.00047915668423573893,0.1499420884442026,0.6873536299765807,0.06119763,0.13540556,0.7521069,0.05128988,3ce7k1L4EkZppZPz1EJWTS
Missin' You Crazy BY Jon Pardi...,0.051681357117493554,0.5418918918918918,0.865361077111383,0.0,0.13227377595488335,0.8445361635220124,0.016451046158760578,0.37927882669792495,0.7377049180327868,0.015383168,0.21397159,0.75054204,0.020103175,3rYOzxOIYjq2hXPRFjCQ2v
Single Saturday Night BY Cole Swind...,0.12802030203291803,0.5594594594594594,0.7711138310893513,0.0,0.2425019225839528,0.753275681341719,0.038971410317840606,0.13465483317285548,0.6814988290398125,0.03849859,0.1712177,0.7493781,0.04090562,1irAliF0T8sLIOPJp6n7rU
Runnin' Outta Moonlight BY Randy Hous...,0.03832475651351459,0.42837837837837844,0.784577723378213,5.484429065743945e-06,0.03447833888746476,0.8419156184486372,0.026193898738220735,0.763134759492611,0.7693208430913349,0.014395753,0.21012221,0.7490438,0.026438184,6enPOmd3vSFpI4jjms8kXN
He Loved Her BY Devin Daws...,0.014000540779439087,0.42837837837837844,0.7282741738066095,0.0,0.3770827992822353,0.7420073375262053,0.04967257626577224,0.7771381923221836,0.7576112412177985,0.020401914,0.19186565,0.74893576,0.03879669,2lARfYBthlR1HoLpd32SCM
Reasons BY Luke Combs...,0.06080293801777187,0.3324324324324325,0.8457772337821298,3.304498269896194e-05,0.29120738272237884,0.7748951781970649,0.03018687110685194,0.1555518343310867,0.6498829039812646,0.02074272,0.20505539,0.7464677,0.027734151,4T6QFouj6rIQObxgwt9ELL
She's With Me BY High Valle...,0.03083202934542884,0.527027027027027,0.9436964504283966,0.0,0.0835683158164573,0.8455188679245282,0.04599904168663153,0.3374359833103083,0.7915690866510539,0.0119913705,0.2294823,0.7456335,0.012892781,2p2cCrOaNrIOLk5ArtlHy6
Can't Get Away from a Good Time BY Logan Mize...,0.15951147418864078,0.3027027027027027,0.9155446756425948,0.0,0.48090233273519606,0.8342505241090146,0.06085289889793962,0.7485033700339097,0.7470725995316159,0.014835916,0.2002212,0.7425808,0.042362113,5A8DxtqDRSfsCDC10GuRyr
Love Ain't BY Eli Young ...,0.006030016516576844,0.5283783783783783,0.8457772337821298,1.6920415224913495e-05,0.06703409382209688,0.7811189727463312,0.02539530426449449,0.24669625040119453,0.7201405152224823,0.018060202,0.22585496,0.7381637,0.017921131,6uVzeU47Qzg0rrMneP5BNg
Me And Jack BY Jon Pardi...,0.023665072923781588,0.2364864864864865,0.9767441860465115,5.242214532871973e-05,0.3014611638041528,0.8877096436058699,0.05893627216099664,0.3097779824451236,0.7459016393442622,0.009248317,0.23903409,0.73786145,0.013856167,6dHvwnHL84SuSbzzzZGbVP
Don't Tempt Me BY Luke Combs...,0.010362767444209046,0.47027027027027035,0.8372093023255812,0.0,0.021532940271725205,0.7825602725366876,0.023478677527551513,0.5890861137857413,0.7540983606557377,0.014291015,0.22728564,0.73769796,0.020725334,2JPgcccyZ938uv9AjCGMWq
We Are Young (feat. Janelle Monáe) BY fun....,0.021601858196337684,0.22837837837837838,0.5850673194614443,0.00013252595155709344,0.0616508587541656,0.720125786163522,0.08321354416227439,0.8472949023876308,0.7295081967213114,0.03034885,0.18087924,0.73659605,0.052175824,7a86XRg84qjasly9f6bPSD
Beer Can BY Luke Combs...,0.0033586963957810516,0.4540540540540541,0.8274173806609547,0.0,0.047295565239682126,0.7303459119496855,0.03577703242293564,0.5953935892605462,0.7482435597189695,0.015773298,0.22622404,0.73601663,0.021986047,5k8m3ZCp3AP4TKd2IKzKO8
Your Body Is a Wonderland BY John Mayer...,0.022253399689214706,0.5918918918918918,0.6964504283965728,0.08460207612456748,0.12458344014355294,0.6759040880503144,0.001118032263216738,0.21880799877199592,0.6733021077283372,0.052519508,0.18069094,0.73275995,0.03402967,7vFv0yFGMJW3qVXbAd9BK9
Georgia Time BY Riley Gree...,0.04364567870534362,0.5202702702702702,0.5642594859241126,0.0,0.1027941553447834,0.6772798742138364,0.007187350263536174,0.10015908234604592,0.6639344262295082,0.05891877,0.15845264,0.72990066,0.0527279,5XqHOqbjKb7YsQV6f3eGeD
Arkansas BY Chris Stap...,0.01237168704724653,0.3716216216216216,0.9718482252141981,0.39446366782006925,0.07959497564726992,0.7883909853249476,0.04967257626577224,0.13628054311271126,0.8430913348946135,0.05552072,0.2110042,0.7248052,0.008669915,1N7ZIHq3OefYm8ntDSxHZ0
A Little Bit Trouble BY Brothers O...,0.12259078959227619,0.6243243243243244,0.4651162790697675,0.13546712802768165,0.1168931043322225,0.46383647798742134,0.011659479316403133,0.14892340324583803,0.7915690866510539,0.16404106,0.058689266,0.7244276,0.05284206,5b7F5Dz5LjxMGvU3n2vqc5
Travelin' Light BY Dierks Ben...,0.09935247634632906,0.3851351351351351,0.8947368421052632,3.200692041522492e-06,0.2655729300179441,0.7163915094339621,0.08433157642549113,0.7911137159682393,0.7423887587822013,0.016354414,0.22983412,0.72374606,0.03006537,0EcxKmWwogn7f51Z0UHFQd
Over My Head (Cable Car) BY The Fray...,0.023773663172594425,0.5175675675675675,0.6964504283965728,0.0,0.03652909510381953,0.8131551362683438,0.034978437949209386,0.37244805403217923,0.699063231850117,0.028292838,0.2169369,0.7228117,0.031958472,1N62wozuHCvczCkY4QidpP
