,name,uri,genres,artist
2839,Lights Out,7zc9r8xhooP5gE4gQrnv1t,"['edm', 'electronic trap']",Hippie Sabotage
2840,Ignite,6qzgjMbDSx1HI5FEIMJ4vw,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'social media pop']",RKCB
2841,Giving Up Ground (feat. Quinn XCII),1ZbAH4omZZb5KxVnHRQkAe,"['electropop', 'pop', 'post-teen pop']",Chelsea Cutler
2842,Coloring,2FFYeeIB7Vxj5qL8xr7Kd6,"['alt z', 'canadian pop', 'dance pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Kevin Garrett
2843,When I'm Down,556l9P7WVZVyYUBjT1YFTT,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
2844,Feel Good (feat. Daya),0Ev562zA4pmUsBqjxsxxdx,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Gryffin
2845,Too Soon (feat. Maty Noyes) - heroless Remix,49vh4qZFYU6VnuqyKduUmo,"['electropop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",Vanic
2846,No One - Kayge Calypso & DUNN Remix,28axGcu9he7YdQ0xwXIaC9,['kawaii future bass'],Mothica
2847,Tell Me the Same,3iNizDntew1elWNnMqaAAw,[],Michl
2848,Phone Down,5bvNpG6wiIEf1PA13TkTu2,"['alt z', 'dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",Lost Kings
2849,Pacing,6cWZQNgaL8yLtezJvag9Y9,"['deep house', 'deep tropical house', 'indie poptimism', 'new french touch', 'pop dance', 'tropical house', 'vapor soul']",Tep No
2850,Let Go - Sir Sly Remix,4ZAOTRpT8PKmnpfECUtKHI,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",RAC
2851,Real Name,6ISionOfm9VCredgDEUSIG,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'pop']",Lostboycrow
2852,Plans (feat. Brandyn Burnette),6XLUlVeCNo4T7Gvkmy6NmC,"['edm', 'electropop', 'future bass', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house']",Elephante
2853,Sleep Deprived,66eQL4ghCuYWdcqz50BPXF,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",LÉON
2854,Shed a Light,1eyrmeiDpdTkOmA839nPVQ,"['dutch hip hop', 'tropical house']",Robin Schulz
2855,Easy Love,4tZp15Dj8yJH3lyf0uh2A4,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",Sigala
2856,The Ways (with Swae Lee),5jyyPsIGM2yqkZN9R3TmvN,"['electropop', 'pop']",Khalid
2857,X (with 2 Chainz & Saudi),4LmAnpjlhWTahvRkYR8xJa,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",ScHoolboy Q
2858,My Heart Is a Weapon (feat. Jon Waltz),0O6lxlaQZBtkRLknKKpKbB,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'pop']",Lostboycrow
2859,Brooklyn Freestyle,3kwrpbkuD2GUw8ILVfpXR2,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",Russ
2860,Too Fast,42QRyJd5x6e2TFR1S41g2p,"['background piano', 'neo-classical']",Sonder
2861,Feels Like Summer,2jz1bw1p0WQj0PDnVDP0uY,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']",Weezer
2862,Happy Hour,6ILpnOUHollfHp4xWH7nqV,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']",Weezer
2863,Only One,3HMzCcVRL5fHNF0Uv73LFV,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']",Carlie Hanson
2864,Come Home,33g7RkuLMnrXK2qKSjjHho,"['edm', 'electropop', 'indie soul', 'tropical house', 'vapor soul', 'vapor twitch']",BAYNK
2865,XXX. FEAT. U2.,4iYRa2btalAzPZoSYfROqF,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
2866,You Get What You Give,6FnNZ53sbMwL71gE5yy0TF,['pop rock'],New Radicals
2867,Running Miles,4U9kJBr61UhO5srPib7zyz,"['edm', 'electronic trap']",Hippie Sabotage
2868,Sleep In,6p1qQzLFaJ8st27GqTB3Bm,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Telekinesis
2869,Love For That,76I1mEj3vKHgwwO43MdNpI,"['channel islands indie', 'vapor soul']",Mura Masa
2870,Chasing the Wild,7fkRofwWcImujXdqaotyeZ,"['edm', 'electronic trap']",Hippie Sabotage
2871,Yours,1RKytJX5Lpe8yJm1Jx7XU5,"['alternative r&b', 'indie soul', 'uk dance']",SG Lewis
2872,The Other Side Of Paradise,0rRjGruFonCGOt0S5zAJNQ,"['gauze pop', 'indietronica', 'shiver pop']",Glass Animals
2873,Able to See Me,7scP7MITYHJ1cYr1yToNHO,"['edm', 'electronic trap']",Hippie Sabotage
2874,I've Never Felt So Good,1QbuQrPLqT1c2yJx1o6sY2,"['channel islands indie', 'vapor soul']",Mura Masa
2875,Islands,3rn0bVdfGJQo3pR3ZRpuBu,"['indie poptimism', 'modern alternative rock', 'modern rock', 'nyc pop', 'vapor soul']",Lewis Del Mar
2876,Eyes,7fArBkBSsaUF5mOcpTL56I,"['bay area indie', 'indie pop', 'indie rock', 'noise pop', 'oakland indie', 'stomp and holler']",Rogue Wave
2877,Rogues,0oqqhX559n7si0EtOUQFtY,"['edm', 'electronic trap']",Hippie Sabotage
2878,GOT IT GOOD,2qUZliZ9NHUYIAZqRNe6pZ,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA
2879,YOU'RE THE ONE,2b4SSorCTQ2VzmllaeWuuT,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA
2880,Blood On The Leaves,42GcjriRK6srwHkfbkBqVl,"['chicago rap', 'rap']",Kanye West
2881,Ric Flair Drip (& Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,"['brooklyn drill', 'melodic rap', 'nyc rap']",Offset
2882,Adrenaline,03Y4XvMs8CcSVM7zQwdECF,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
2883,Youth,1LPGwuFgIzbJoShfDdw7MY,"['gauze pop', 'indietronica', 'shiver pop']",Glass Animals
2884,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,"['emo rap', 'miami hip hop']",XXXTENTACION
2885,I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
2886,bellyache,1ni8ZTAY1GHXEFOGHl7fdg,"['electropop', 'pop']",Billie Eilish
2887,New York City,4v1CvZazmdpxQLEt3sCeKH,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers
2888,Inside Out,7sG2bWi2eDtvX9vX8yC1Gn,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers
2889,Unfold,1cSpPl4FhWtft5fUTqRr8f,"['alternative r&b', 'electropop', 'etherpop', 'pop', 'post-teen pop', 'r&b']",Alina Baraz
2890,Baptize,29Ya2zZEB6oKEB34GPrpkI,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'social media pop']",RKCB
2891,Bad Intentions,7iEo3ipnJoBKW1ejz9vPYe,"['alt z', 'dance pop', 'pop', 'post-teen pop']",Niykee Heaton
2892,Electric Touch,0AS090YJNo3vh75GrFxwbX,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
2893,Sparks,7D0RhFcb3CrfPuTJ0obrod,"['permanent wave', 'pop']",Coldplay
2894,Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,"['dance pop', 'pop', 'r&b', 'urban contemporary']",Miguel
2895,So Far Away (feat. Jamie Scott & Romy Dya),0OlnLZY4cmQzT6ZGttvWBM,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",Martin Garrix
2896,Never Be the Same,6VpQdig9pdpTSIFItgkJV5,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Camila Cabello
2897,Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Halsey
2898,Lock and Load,6G2dKk2F6C05JUwqj8OXkZ,['uk alternative hip hop'],Milkavelli
2899,Islands,5CnMVKkogpdfKsXEerqZTe,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",R3HAB
2900,Hard in Da Paint,3XQY8kDjI8LARMIC9xkxQk,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Waka Flocka Flame
2901,A Milli,6ScJMrlpiLfZUGtWp4QIVt,['chicago rap'],Lil Wayne
2902,"Beamer, Benz, Or Bentley",0cNJ3huiV99wvUN1tmQLTL,"['gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'trap']",Lloyd Banks
2903,Plain Jane,4dVpf9jZjcORqGTLUaeYj9,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",A$AP Ferg
2904,6 Foot 7 Foot,0z5ZPs57J2KERwM1tBM2GF,['chicago rap'],Lil Wayne
2905,Pop Dat,5mvXiroNv8swMbCaKOwuuN,"['electro house', 'electronic trap']",4B
2906,Let You Down,3gWu8y0TKCIdy2mpTqVnTl,"['hip hop', 'pop rap', 'rap']",NF
2907,Still D.R.E.,503OTo2dSqe7qk76rgsbep,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",Dr. Dre
2908,Ni**as In Paris,2Zb7wnGUnNPCas2E0wWSQ5,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",JAY-Z
2909,HUMBLE. - SKRILLEX REMIX,65ES1qwOB577ZnTkizMXJJ,"['brostep', 'complextro', 'edm', 'electro']",Skrillex
2910,Natural Light - San Holo Remix,30rPl6UcJOKEInmkkdgyBw,"['complextro', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Porter Robinson
2911,Making Luv To The Beat (feat. T.I. & DJ E-Feezy) - MERCE Remix,46eEOC2j8i961LqAgjVmIr,['alternative r&b'],WATCH THE DUCK
2912,Worst In Me,1FY8gDAydm8CfGYp7Lv9ce,"['alt z', 'canadian contemporary r&b', 'indie cafe pop', 'pop', 'post-teen pop']",Julia Michaels
2913,Hostage,6xUHtKE18uTWVaCt6q1adW,[],Danrell
2914,hostage,0kJv5n6rhE4nSFQk9yrD6t,"['electropop', 'pop']",Billie Eilish
2915,Wild Heart,7EO8rBiYgTf3vsqu1vAXl5,[],Hounded
2916,Something About You - ODESZA Remix,6vjWim6xU6tPjA42GxSp1U,"['aussietronica', 'edm', 'gauze pop', 'house', 'indie soul', 'pop dance', 'tropical house']",Hayden James
2917,Beginnings,6G0CDMDRanOByJMxlH3OZq,"['aussietronica', 'edm', 'gauze pop', 'house', 'indie soul', 'pop dance', 'tropical house']",Hayden James
2918,NUMB,4bJzIbze97tZwCxxMw4hx9,"['aussietronica', 'edm', 'gauze pop', 'house', 'indie soul', 'pop dance', 'tropical house']",Hayden James
2919,Too Good At Goodbyes - Snakehips Remix,2TZszn9wztz7n8dNgDgrsa,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
2920,Too Good At Goodbyes - Galantis Remix,73iA9tbFNvev9M8Q83Q93D,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
2921,Burning,7FyhrRNRJOZSM8IeuAx7su,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
2922,I'm Not The Only One,0fioLzGM8ngbD1w6fMmm45,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
2923,Stay With Me,5Db9VIdDsN5yu3Eu7CT0i4,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
2924,Pray,59ljpSFcgtfWJKS3vqG27R,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
2925,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),6AoYWCzsDls6c61Zp5qTuU,"['comedy rap', 'pop rap', 'rap']",Lil Dicky
2926,When Will the Bass Drop (feat. Lil Jon & Sam F),1pgwcR07BqXt558I8YjtWS,"['comedy rap', 'comic', 'pop rap']",The Lonely Island
2927,Boats And Hoes - Remix,4NlJaTh2NIcwgGcoSoFFH4,[],DJ Crazy J Rodriguez
2928,I F****d My Aunt,572fNtHix1mHMGama57DlQ,"['comedy rap', 'comic', 'pop rap']",The Lonely Island
2929,Motherlover,6Zbwxdy5VQi0m74kkaoJE4,"['comedy rap', 'comic', 'pop rap']",The Lonely Island
2930,Minha Ex,7syZTLPzfZN9rYbQBtYmVB,['urbano espanol'],MC Bin Laden
2931,Finest Girl (Bin Laden Song),1LpjlPR8Gv52B04UQNLZAw,"['comedy rap', 'comic', 'pop rap']",The Lonely Island
2932,Feels Great (feat. Fetty Wap & CVBZ),5uu28fUesZMl89lf9CLrgN,['meme rap'],Cheat Codes
2933,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,"['dfw rap', 'melodic rap', 'rap']",Post Malone
2934,I Miss You (feat. Julia Michaels),2xmrfQpmS2iJExTlklLoAL,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",Clean Bandit
2935,Candy Paint,42CeaId2XNlxugDvyqHfDf,"['dfw rap', 'melodic rap', 'rap']",Post Malone
2936,What Lovers Do (feat. SZA),04JL2liXXV9B9coeGuUsPw,"['pop', 'pop rock']",Maroon 5
2937,Stranger Things (feat. OneRepublic),5gIRPQWULwrvIt0F6pY7ph,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
2938,DUCKWORTH.,0y9uTzK9cNKSAEHnpeRG8C,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
2939,LUST.,06FCvd7rrRcF3DdvWH5Isp,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
2940,PRIDE.,6IZvVAP7VPPnsGX6bvgkqg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
2941,FEEL.,2LTlO3NuNVN70lp2ZbVswF,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
2942,DNA.,6HZILIRieu8S0iqY8kIKhj,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
2943,LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
2944,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
2945,Doubt (Summer Edit),5ffwgrvw4tVlhFcI8efviN,"['electropop', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",Shallou
2946,With You (feat. Quinn XCII),5qxLvazzinSf4Cb1N6zIhb,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
2947,All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",Snakehips
2948,Let You Down,52okn5MNA47tk87PeZJLEL,"['hip hop', 'pop rap', 'rap']",NF
2949,IPlayYouListen,3xhR3mClWXydDCByJxnOwY,"['chillwave', 'ninja']",ODESZA
2950,Don't Stop,6acBIiTtlfNblQvEcZLLE1,"['chillwave', 'ninja']",ODESZA
2951,If You Don't (feat. Cumulus),4xF4WcJvNfgtJ2CtmbbsIg,"['chillwave', 'ninja']",ODESZA
2952,Hey Now,7xPAslx8T8DODx3LT6Zfni,"['chillwave', 'ninja']",ODESZA
2953,Rely,4nDCQ2rimtiVjGoEFRAtJX,"['chillwave', 'ninja']",ODESZA
2954,Tuytus,52YL2YQ0ZKQTEp89inFJaE,"['chillwave', 'ninja']",ODESZA
2955,We Were Young,7rMpCmqTU9Z2UcizZqhepP,"['chillwave', 'ninja']",ODESZA
2956,Above the Middle,4cZqZa0AyJE4vEjhfzrxU5,"['chillwave', 'ninja']",ODESZA
2957,I Want You,42JpcqbKr2Zq55hoixtq34,"['chillwave', 'ninja']",ODESZA
2958,How Did I Get Here,4aJnMRNeuDZSQN7FaSNGtM,"['chillwave', 'ninja']",ODESZA
2959,For Us (feat. Briana Marela),0VmiEkiAVBLCd6mNguCJW7,"['chillwave', 'ninja']",ODESZA
2960,Sun Models (feat. Madelyn Grant),68jdeOPpbAVtrRcXPxB0vg,"['chillwave', 'ninja']",ODESZA
2961,Memories That You Call (feat. Monsoonsiren),2IayfGKCEmzs59b3Cwaak8,"['chillwave', 'ninja']",ODESZA
2962,Koto,7vaDLaAplrHCPSkbBnysIV,"['chillwave', 'ninja']",ODESZA
2963,Sundara,5KdhT7gtGHgE9uDKTppndY,"['chillwave', 'ninja']",ODESZA
2964,All We Need (feat. Shy Girls),2D1Qw5tVYz7zfSiRHL907q,"['chillwave', 'ninja']",ODESZA
2965,Say My Name (feat. Zyra),32zr9gHyWhgm2Dn5bg0Bpw,"['chillwave', 'ninja']",ODESZA
2966,Bloom,6stkENbtxaCjCjylqoNOXb,"['chillwave', 'ninja']",ODESZA
2967,Always This Late,0JHQtpBqKqjmJN6qcmjiU6,"['chillwave', 'ninja']",ODESZA
2968,Corners Of The Earth (feat. RY X),2pD1x1iL0gsvg7Kbhpuf8W,"['chillwave', 'ninja']",ODESZA
2969,Show Me,5k4MVfklNSMZZHB1jxvKrr,"['chillwave', 'ninja']",ODESZA
2970,La Ciudad,4x6aawsLyPkF3aGPXGvbat,"['chillwave', 'ninja']",ODESZA
2971,Falls (feat. Sasha Sloan),6oNZ0WxqptE7V0qpjtyJ4a,"['chillwave', 'ninja']",ODESZA
2972,Thin Floors And Tall Ceilings,1zyMwU1NtRDkuQWthUbGsL,"['chillwave', 'ninja']",ODESZA
2973,Just A Memory (feat. Regina Spektor),0KtzMx1GbkkPyA2TQceHoM,"['chillwave', 'ninja']",ODESZA
2974,Divide (feat. Kelsey Bulkin),3CvMXAVFGmfq56tvUAa9ip,"['chillwave', 'ninja']",ODESZA
2975,Everything At Your Feet (feat. The Chamanas),3VXrpkM94UBgL4voR20tZq,"['chillwave', 'ninja']",ODESZA
2976,Across The Room (feat. Leon Bridges),4YaNLEPw3MrIgkGOkBrAh2,"['chillwave', 'ninja']",ODESZA
2977,Meridian,7t7SLzJtQzD8wdJqwYD3XM,"['chillwave', 'ninja']",ODESZA
2978,Late Night,5Nu5Uyoauauy9LFePYL1Z3,"['chillwave', 'ninja']",ODESZA
2979,Line Of Sight (feat. WYNNE & Mansionair),2WWfjbHALIb3e7FMcj9mr4,"['chillwave', 'ninja']",ODESZA
2980,Boy,63yesoRJgXT5QALryYFV0X,"['chillwave', 'ninja']",ODESZA
2981,Higher Ground (feat. Naomi Wild),7KT7VGnPU5QVXN3q1BOeqb,"['chillwave', 'ninja']",ODESZA
2982,A Moment Apart,59wlTaYOL5tDUgXnbBQ3my,"['chillwave', 'ninja']",ODESZA
2983,Intro,1aRtduEHwvk2AMR87ji9Tg,"['chillwave', 'ninja']",ODESZA
2984,Drinkee,3REzEumDuXBpQH45WEHAr6,"['electro house', 'pop nacional', 'slap house']",Sofi Tukker
2985,Is It Love - Justin Caruso Remix,3ESPtgbSlq1T2iOjEIRwLA,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",3LAU
2986,Love Somebody,1u1yxNPjD7iHabgY9jC9Xo,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",Justin Caruso
2987,Caving (feat. James Droll),201ojPD0R8nEV2xTUiXKLr,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",Justin Caruso
2988,Talk About Me (feat. Victoria Zaro),4FmkoLpaB3qZcsBDFUJ3uO,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",Justin Caruso
2989,Unsteady - Justin Caruso Remix,3Y9smXGzIcoMzg5UhItDqh,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock', 'stomp pop']",X Ambassadors
2990,Lay It on Me - Said the Sky Remix,5UHvgsb97pKpeonJLwz63U,"['folk-pop', 'modern rock', 'pop', 'pop rock']",Vance Joy
2991,Let You Go,43hcHVoAiHpkJ2gMbmO72h,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
2992,Feel Good,0e0UxWGgjXoYAYUFhJgwji,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
2993,Taking Me Higher,1bI9jePC8sxwC8wGtCDCqR,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
2994,Where'd U Go,2oL0HIuo0cxIycDtJWbpuN,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
2995,Free Fall,4ZAerT2NicBmzZ4VkpmWEn,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
2996,No Time Like Now,2uA2UMcHR5gztUSECJjK8k,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
2997,Leaving,5XlvOh5YbJMp7CU3NoksNf,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
2998,Lost,4rIAqwhHGfWChQvQGYwEfR,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
2999,Don't Let Me Down (feat. Daya) - Illenium Remix,15BlympuVSfZFROojEMY2M,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers
3000,Beautiful Creatures (feat. MAX),4pWawf1Rq4qHDv4Ktqjg2D,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
3001,Crawl Outta Love,0q7oMII7kWTj1ZSX6GT6LU,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
3002,Fractures,4G3IXyVRxSx5lLhUvv3fu3,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
3003,Don't Call Me (feat. Shakka),0UuPvqKc9Xcjo37C5liY5B,"['hip hop', 'rap', 'trap']",Young Thug
3004,Don't Leave,0Zx8khUcEfCFK2AEoIhC92,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",Snakehips
3005,This Is What It Feels Like,6NdkzOSCLzmyV9Qc4DKhJ2,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",Armin van Buuren
3006,Younger - Kygo Remix,7vHshinTU8161w69EPbabY,"['swedish electropop', 'swedish pop', 'swedish soul']",Seinabo Sey
3007,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,6UO755OcSvOPVVZOaJVH7v,"['dutch hip hop', 'tropical house']",Robin Schulz
3008,Hold On - Radio Edit,1JUfgsFPWjXT3ZzzV77v5u,"['edm', 'electro house', 'german techno', 'house', 'pop dance', 'progressive electro house', 'progressive house']",Moguai
3009,Don't Say,1pJQAHpD51J7GYaFrrFO9S,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers
3010,Bloodstream,26AuyrZGzWWiYZPSd3XBIg,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers
3011,California Girls (NoMBe vs. Sonny Alven),4aqafewb0B9MlQVHUWIOuK,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
3012,Sleepyhead,4prEPl61C8qZpeo3IkYSMl,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'shimmer pop']",Passion Pit
3013,1901,5JtPGzRgrWxkXX9LoROq3d,"['speedrun', 'video game music']",Phoenix
3014,Time to Pretend,4iG2gAwKXsOcijVaVXzRPW,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",MGMT
3015,Called Out In The Dark,3vRwdZuUuoDo7YW7qjTdE0,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",Snow Patrol
3016,Drive,7nnWIPM5hwE3DaUBkvOIpy,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",Incubus
3017,Chasing Cars,329TqxWgwafgOVwlhwuRA6,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",Snow Patrol
3018,Just Say Yes,4k7P2LIQco8YCVbIZl1vZB,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",Snow Patrol
3019,Run-Around,500Tkm3vJmVtdUwdCVxCTb,"['alternative rock', 'blues rock', 'jam band', 'mellow gold', 'pop rock', 'rock']",Blues Traveler
3020,Naive,2RUhtNBh43RtSg0WBPPq3m,"['brighton indie', 'modern rock', 'rock']",The Kooks
3021,Catch & Release - Deepend Remix,11BAVEGi1ivJ6JWLqKUNrZ,"['neo-singer-songwriter', 'tropical house']",Matt Simons
3022,Midnight City,6GyFP1nfCDB8lbD2bG0Hq9,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",M83
3023,What I Got,6UmtL9oAPxl4ixd0YKtKnH,"['reggae fusion', 'ska mexicano', 'ska punk']",Sublime
3024,Emoji of a Wave,7pYdMupCkVcwZ6kOKmWFfj,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
3025,Animal,6vSq5q5DCs1IvwKIq53hj2,"['alternative dance', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",Miike Snow
3026,Santeria,1yplWxZQqvSg9RRf9FjJm3,"['reggae fusion', 'ska mexicano', 'ska punk']",Sublime
3027,Sleep Through The Static,2i4EDKiIUqbzjfV31oB7vT,['neo mellow'],Jack Johnson
3028,"Whiskey, Whiskey, Whiskey",50YQFbfIVk2XMnVFKAuuib,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
3029,Neon,7Kohy4v3KLWfUXlv9N3feB,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
3030,From Eden,2XRCxFtPqSsnY94jZCFuYu,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
3031,Cherry Wine - Live,0bZ52QzCCKfrfOqs7za6lI,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
3032,Like Real People Do,7K6LFPfjdnN6QqvGzhvpRO,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
3033,Work Song,4Vc3bzFxXdrABa2DxgyCMT,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
3034,Someone New,0efT4YKQLQx2YHbp6vgRX8,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
